"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Ottenbach ZH","74,5 Prozent der Stimmbürgerinnen und Stimmbürger von Ottenbach sagen Nein zur ""Stopp-Impfpflicht""-Initiative. Ottenbach hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Ottenbach (ZH)","Les habitants d'Ottenbach s'opposent à l'initiative pour interdire la ""vaccination obligatoire"" avec 74,5 pour cent de non. Ottenbach a rejeté l'initiative, tout comme son canton.","Ottenbach ZH","Gli abitanti di Ottenbach hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 74,5 per cento di ""no"". Ottenbach ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Rifferswil ZH","71,2 Prozent der Stimmbürgerinnen und Stimmbürger von Rifferswil sagen Nein zur ""Stopp-Impfpflicht""-Initiative. Rifferswil hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Rifferswil (ZH)","Les habitants de Rifferswil s'opposent à l'initiative pour interdire la ""vaccination obligatoire"" avec 71,2 pour cent de non. Rifferswil a rejeté l'initiative, tout comme son canton.","Rifferswil ZH","Gli abitanti di Rifferswil hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 71,2 per cento di ""no"". Rifferswil ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Stallikon ZH","Nein zur ""Stopp-Impfpflicht""-Initiative in Stallikon mit 78,5 Prozent Ablehnung. Stallikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Stallikon (ZH)","A Stallikon, les habitants disent non à 78,5 pour cent à l'initiative pour interdire ""la vaccination obligatoire"". Stallikon a rejeté l'initiative, tout comme son canton.","Stallikon ZH","Nel comune di Stallikon, i cittadini hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 78,5 per cento di voti contrari. Stallikon ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Wettswil am Albis ZH","In Wettswil am Albis hat die ""Stopp-Impfpflicht""-Initiative keine Mehrheit gefunden. Auf 81,4 Prozent der abgegebenen Stimmzettel stand ein Nein. Wettswil am Albis hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Wettswil am Albis (ZH)","Les habitants de Wettswil am Albis rejettent l'initiative pour interdire la ""vaccination obligatoire"" avec 81,4 pour cent de non. Wettswil am Albis a rejeté l'initiative, tout comme son canton.","Wettswil am Albis ZH","I cittadini di Wettswil am Albis hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 81,4 per cento di voti contrari. Wettswil am Albis ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Benken ZH","Benken ZH hat die ""Stopp-Impfpflicht""-Initiative mit 78,4 Prozent abgelehnt. Benken ZH hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Benken (ZH)","L'initiative pour interdire la ""vaccination obligatoire"" ne passe pas la rampe à Benken (ZH) avec 78,4 pour cent de non. Benken (ZH) a rejeté l'initiative, tout comme son canton.","Benken ZH","L'iniziativa per la libertà e l'integrità fisica è stata respinta a Benken ZH, dove ha riscosso il 78,4 per cento di ""no"". Benken ZH ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Berg am Irchel ZH","Keine Mehrheit für die ""Stopp-Impfpflicht""-Initiative in Berg am Irchel: Mit 179 Nein-Stimmen zu 78 Ja-Stimmen oder 69,6 Prozent hat die Gemeinde das Volksbegehren verworfen. Berg am Irchel hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Berg am Irchel (ZH)","C'est non à 69,6 pour cent à l'initiative pour interdire la ""vaccination obligatoire"" à Berg am Irchel. Berg am Irchel a rejeté l'initiative, tout comme son canton.","Berg am Irchel ZH","Il 69,6 per cento degli elettori di Berg am Irchel ha respinto l'iniziativa per la libertà e l'integrità fisica. Berg am Irchel ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Buch am Irchel ZH","Nein zur ""Stopp-Impfpflicht""-Initiative in Buch am Irchel: Mit 71,8 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Buch am Irchel hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Buch am Irchel (ZH)","L'initiative pour interdire la ""vaccination obligatoire"" échoue à Buch am Irchel avec 71,8 pour cent des suffrages. Buch am Irchel a rejeté l'initiative, tout comme son canton.","Buch am Irchel ZH","Gli elettori di Buch am Irchel si sono mostrati scettici nei confronti dell'iniziativa per la libertà e l'integrità fisica, che è stata respinta con il 71,8 per cento di voti contrari. Buch am Irchel ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Dachsen ZH","Nein zur ""Stopp-Impfpflicht""-Initiative in Dachsen: Mit 77 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Dachsen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Dachsen (ZH)","L'initiative pour interdire la ""vaccination obligatoire"" échoue à Dachsen avec 77 pour cent des suffrages. Dachsen a rejeté l'initiative, tout comme son canton.","Dachsen ZH","Gli elettori di Dachsen si sono mostrati scettici nei confronti dell'iniziativa per la libertà e l'integrità fisica, che è stata respinta con il 77 per cento di voti contrari. Dachsen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Dorf ZH","In Dorf hat die Stimmbevölkerung die ""Stopp-Impfpflicht""-Initiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 65 Prozent verworfen. Dorf hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Dorf (ZH)","A Dorf, les habitants sont défavorables à l'initiative pour interdire la ""vaccination obligatoire"" avec 65 pour cent des voix. Dorf a rejeté l'initiative, tout comme son canton.","Dorf ZH","A Dorf gli abitanti si sono opposti all'iniziativa per la libertà e l'integrità fisica con il 65 per cento di voti a sfavore. Dorf ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Feuerthalen ZH","Keine Mehrheit für die ""Stopp-Impfpflicht""-Initiative in Feuerthalen: Mit 988 Nein-Stimmen zu 355 Ja-Stimmen oder 73,6 Prozent hat die Gemeinde das Volksbegehren verworfen. Feuerthalen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Feuerthalen (ZH)","C'est non à 73,6 pour cent à l'initiative pour interdire la ""vaccination obligatoire"" à Feuerthalen. Feuerthalen a rejeté l'initiative, tout comme son canton.","Feuerthalen ZH","Il 73,6 per cento degli elettori di Feuerthalen ha respinto l'iniziativa per la libertà e l'integrità fisica. Feuerthalen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Flaach ZH","In Flaach hat die ""Stopp-Impfpflicht""-Initiative keine Mehrheit gefunden. Auf 69 Prozent der abgegebenen Stimmzettel stand ein Nein. Flaach hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Flaach (ZH)","Les habitants de Flaach rejettent l'initiative pour interdire la ""vaccination obligatoire"" avec 69 pour cent de non. Flaach a rejeté l'initiative, tout comme son canton.","Flaach ZH","I cittadini di Flaach hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 69 per cento di voti contrari. Flaach ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Flurlingen ZH","Keine Mehrheit für die ""Stopp-Impfpflicht""-Initiative in Flurlingen: Mit 455 Nein-Stimmen zu 115 Ja-Stimmen oder 79,8 Prozent hat die Gemeinde das Volksbegehren verworfen. Flurlingen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Flurlingen (ZH)","C'est non à 79,8 pour cent à l'initiative pour interdire la ""vaccination obligatoire"" à Flurlingen. Flurlingen a rejeté l'initiative, tout comme son canton.","Flurlingen ZH","Il 79,8 per cento degli elettori di Flurlingen ha respinto l'iniziativa per la libertà e l'integrità fisica. Flurlingen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Henggart ZH","Keine Mehrheit für die ""Stopp-Impfpflicht""-Initiative in Henggart: Mit 688 Nein-Stimmen zu 230 Ja-Stimmen oder 74,9 Prozent hat die Gemeinde das Volksbegehren verworfen. Henggart hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Henggart (ZH)","C'est non à 74,9 pour cent à l'initiative pour interdire la ""vaccination obligatoire"" à Henggart. Henggart a rejeté l'initiative, tout comme son canton.","Henggart ZH","Il 74,9 per cento degli elettori di Henggart ha respinto l'iniziativa per la libertà e l'integrità fisica. Henggart ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Kleinandelfingen ZH","70,8 Prozent der Stimmbürgerinnen und Stimmbürger von Kleinandelfingen sagen Nein zur ""Stopp-Impfpflicht""-Initiative. Kleinandelfingen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Kleinandelfingen (ZH)","Les habitants de Kleinandelfingen s'opposent à l'initiative pour interdire la ""vaccination obligatoire"" avec 70,8 pour cent de non. Kleinandelfingen a rejeté l'initiative, tout comme son canton.","Kleinandelfingen ZH","Gli abitanti di Kleinandelfingen hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 70,8 per cento di ""no"". Kleinandelfingen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Laufen-Uhwiesen ZH","Keine Mehrheit für die ""Stopp-Impfpflicht""-Initiative in Laufen-Uhwiesen: Mit 459 Nein-Stimmen zu 183 Ja-Stimmen oder 71,5 Prozent hat die Gemeinde das Volksbegehren verworfen. Laufen-Uhwiesen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Laufen-Uhwiesen (ZH)","C'est non à 71,5 pour cent à l'initiative pour interdire la ""vaccination obligatoire"" à Laufen-Uhwiesen. Laufen-Uhwiesen a rejeté l'initiative, tout comme son canton.","Laufen-Uhwiesen ZH","Il 71,5 per cento degli elettori di Laufen-Uhwiesen ha respinto l'iniziativa per la libertà e l'integrità fisica. Laufen-Uhwiesen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Marthalen ZH","68 Prozent der Stimmbürgerinnen und Stimmbürger von Marthalen sagen Nein zur ""Stopp-Impfpflicht""-Initiative. Marthalen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Marthalen (ZH)","Les habitants de Marthalen s'opposent à l'initiative pour interdire la ""vaccination obligatoire"" avec 68 pour cent de non. Marthalen a rejeté l'initiative, tout comme son canton.","Marthalen ZH","Gli abitanti di Marthalen hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 68 per cento di ""no"". Marthalen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Ossingen ZH","Ossingen hat die ""Stopp-Impfpflicht""-Initiative mit 73 Prozent abgelehnt. Ossingen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Ossingen (ZH)","L'initiative pour interdire la ""vaccination obligatoire"" ne passe pas la rampe à Ossingen avec 73 pour cent de non. Ossingen a rejeté l'initiative, tout comme son canton.","Ossingen ZH","L'iniziativa per la libertà e l'integrità fisica è stata respinta a Ossingen, dove ha riscosso il 73 per cento di ""no"". Ossingen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Rheinau ZH","In Rheinau hat die ""Stopp-Impfpflicht""-Initiative keine Mehrheit gefunden. Auf 72,5 Prozent der abgegebenen Stimmzettel stand ein Nein. Rheinau hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Rheinau (ZH)","Les habitants de Rheinau rejettent l'initiative pour interdire la ""vaccination obligatoire"" avec 72,5 pour cent de non. Rheinau a rejeté l'initiative, tout comme son canton.","Rheinau ZH","I cittadini di Rheinau hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 72,5 per cento di voti contrari. Rheinau ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Thalheim an der Thur ZH","In Thalheim an der Thur hat die ""Stopp-Impfpflicht""-Initiative keine Mehrheit gefunden. Auf 58,3 Prozent der abgegebenen Stimmzettel stand ein Nein. Thalheim an der Thur hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Thalheim an der Thur (ZH)","Les habitants de Thalheim an der Thur rejettent l'initiative pour interdire la ""vaccination obligatoire"" avec 58,3 pour cent de non. Thalheim an der Thur a rejeté l'initiative, tout comme son canton.","Thalheim an der Thur ZH","I cittadini di Thalheim an der Thur hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 58,3 per cento di voti contrari. Thalheim an der Thur ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Trüllikon ZH","Nein zur ""Stopp-Impfpflicht""-Initiative in Trüllikon: Mit 69,2 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Trüllikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Trüllikon (ZH)","L'initiative pour interdire la ""vaccination obligatoire"" échoue à Trüllikon avec 69,2 pour cent des suffrages. Trüllikon a rejeté l'initiative, tout comme son canton.","Trüllikon ZH","Gli elettori di Trüllikon si sono mostrati scettici nei confronti dell'iniziativa per la libertà e l'integrità fisica, che è stata respinta con il 69,2 per cento di voti contrari. Trüllikon ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Truttikon ZH","Nein zur ""Stopp-Impfpflicht""-Initiative in Truttikon mit 64,1 Prozent Ablehnung. Truttikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Truttikon (ZH)","A Truttikon, les habitants disent non à 64,1 pour cent à l'initiative pour interdire ""la vaccination obligatoire"". Truttikon a rejeté l'initiative, tout comme son canton.","Truttikon ZH","Nel comune di Truttikon, i cittadini hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 64,1 per cento di voti contrari. Truttikon ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Volken ZH","In Volken hat die Stimmbevölkerung die ""Stopp-Impfpflicht""-Initiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 65,4 Prozent verworfen. Volken hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Volken (ZH)","A Volken, les habitants sont défavorables à l'initiative pour interdire la ""vaccination obligatoire"" avec 65,4 pour cent des voix. Volken a rejeté l'initiative, tout comme son canton.","Volken ZH","A Volken gli abitanti si sono opposti all'iniziativa per la libertà e l'integrità fisica con il 65,4 per cento di voti a sfavore. Volken ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Bachenbülach ZH","Nein zur ""Stopp-Impfpflicht""-Initiative in Bachenbülach: Mit 73,1 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Bachenbülach hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Bachenbülach (ZH)","L'initiative pour interdire la ""vaccination obligatoire"" échoue à Bachenbülach avec 73,1 pour cent des suffrages. Bachenbülach a rejeté l'initiative, tout comme son canton.","Bachenbülach ZH","Gli elettori di Bachenbülach si sono mostrati scettici nei confronti dell'iniziativa per la libertà e l'integrità fisica, che è stata respinta con il 73,1 per cento di voti contrari. Bachenbülach ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Bassersdorf ZH","Nein zur ""Stopp-Impfpflicht""-Initiative in Bassersdorf mit 75,1 Prozent Ablehnung. Bassersdorf hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Bassersdorf (ZH)","A Bassersdorf, les habitants disent non à 75,1 pour cent à l'initiative pour interdire ""la vaccination obligatoire"". Bassersdorf a rejeté l'initiative, tout comme son canton.","Bassersdorf ZH","Nel comune di Bassersdorf, i cittadini hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 75,1 per cento di voti contrari. Bassersdorf ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Bülach ZH","Bülach hat die ""Stopp-Impfpflicht""-Initiative mit 74,4 Prozent abgelehnt. Bülach hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Bülach (ZH)","L'initiative pour interdire la ""vaccination obligatoire"" ne passe pas la rampe à Bülach avec 74,4 pour cent de non. Bülach a rejeté l'initiative, tout comme son canton.","Bülach ZH","L'iniziativa per la libertà e l'integrità fisica è stata respinta a Bülach, dove ha riscosso il 74,4 per cento di ""no"". Bülach ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Dietlikon ZH","Nein zur ""Stopp-Impfpflicht""-Initiative in Dietlikon: Mit 79,1 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Dietlikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Dietlikon (ZH)","L'initiative pour interdire la ""vaccination obligatoire"" échoue à Dietlikon avec 79,1 pour cent des suffrages. Dietlikon a rejeté l'initiative, tout comme son canton.","Dietlikon ZH","Gli elettori di Dietlikon si sono mostrati scettici nei confronti dell'iniziativa per la libertà e l'integrità fisica, che è stata respinta con il 79,1 per cento di voti contrari. Dietlikon ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Eglisau ZH","Eglisau hat die ""Stopp-Impfpflicht""-Initiative mit 75,9 Prozent abgelehnt. Eglisau hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Eglisau (ZH)","L'initiative pour interdire la ""vaccination obligatoire"" ne passe pas la rampe à Eglisau avec 75,9 pour cent de non. Eglisau a rejeté l'initiative, tout comme son canton.","Eglisau ZH","L'iniziativa per la libertà e l'integrità fisica è stata respinta a Eglisau, dove ha riscosso il 75,9 per cento di ""no"". Eglisau ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Embrach ZH","In Embrach hat die ""Stopp-Impfpflicht""-Initiative keine Mehrheit gefunden. Auf 75,4 Prozent der abgegebenen Stimmzettel stand ein Nein. Embrach hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Embrach (ZH)","Les habitants d'Embrach rejettent l'initiative pour interdire la ""vaccination obligatoire"" avec 75,4 pour cent de non. Embrach a rejeté l'initiative, tout comme son canton.","Embrach ZH","I cittadini di Embrach hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 75,4 per cento di voti contrari. Embrach ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Freienstein-Teufen ZH","76,2 Prozent der Stimmbürgerinnen und Stimmbürger von Freienstein-Teufen sagen Nein zur ""Stopp-Impfpflicht""-Initiative. Freienstein-Teufen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Freienstein-Teufen (ZH)","Les habitants de Freienstein-Teufen s'opposent à l'initiative pour interdire la ""vaccination obligatoire"" avec 76,2 pour cent de non. Freienstein-Teufen a rejeté l'initiative, tout comme son canton.","Freienstein-Teufen ZH","Gli abitanti di Freienstein-Teufen hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 76,2 per cento di ""no"". Freienstein-Teufen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Glattfelden ZH","Nein zur ""Stopp-Impfpflicht""-Initiative in Glattfelden mit 69,4 Prozent Ablehnung. Glattfelden hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Glattfelden (ZH)","A Glattfelden, les habitants disent non à 69,4 pour cent à l'initiative pour interdire ""la vaccination obligatoire"". Glattfelden a rejeté l'initiative, tout comme son canton.","Glattfelden ZH","Nel comune di Glattfelden, i cittadini hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 69,4 per cento di voti contrari. Glattfelden ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Hochfelden ZH","Nein zur ""Stopp-Impfpflicht""-Initiative in Hochfelden mit 70,2 Prozent Ablehnung. Hochfelden hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Hochfelden (ZH)","A Hochfelden, les habitants disent non à 70,2 pour cent à l'initiative pour interdire ""la vaccination obligatoire"". Hochfelden a rejeté l'initiative, tout comme son canton.","Hochfelden ZH","Nel comune di Hochfelden, i cittadini hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 70,2 per cento di voti contrari. Hochfelden ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Höri ZH","Nein zur ""Stopp-Impfpflicht""-Initiative in Höri mit 63,7 Prozent Ablehnung. Höri hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Höri (ZH)","A Höri, les habitants disent non à 63,7 pour cent à l'initiative pour interdire ""la vaccination obligatoire"". Höri a rejeté l'initiative, tout comme son canton.","Höri ZH","Nel comune di Höri, i cittadini hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 63,7 per cento di voti contrari. Höri ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
