"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Ottenbach ZH","66,8 Prozent der Stimmbürgerinnen und Stimmbürger von Ottenbach sagen Nein zur Prämienentlastungsinitiative. Ottenbach hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Ottenbach (ZH)","Les habitants d'Ottenbach s'opposent à l'initiative ""d'allègement des primes"" du PS avec 66,8 pour cent de non. Ottenbach a rejeté l'initiative, tout comme son canton.","Ottenbach ZH","Gli abitanti di Ottenbach hanno respinto l'iniziativa per premi meno onerosi del PS con il 66,8 per cento di ""no"". Ottenbach ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Rifferswil ZH","Ja zur Prämienentlastungsinitiative in Rifferswil: Mit 56,6 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Rifferswil hat damit bei dieser Vorlage den höchsten Ja-Anteil im Kanton Zürich.","Rifferswil (ZH)","Les habitants de Rifferswil approuvent l'initiative ""d'allègement des primes"" du PS avec 56,6 pour cent des voix. Le plus fort pourcentage de oui du canton de Zurich a été obtenu à Rifferswil.","Rifferswil ZH","Gli abitanti di Rifferswil hanno accolto l'iniziativa per premi meno onerosi del PS con il 56,6 per cento di ""sì"". Il maggior numero di ""sì"" nel canton Zurigo è stato ottenuto a Rifferswil."
"Stallikon ZH","Nein zur Prämienentlastungsinitiative in Stallikon. Die Gemeinde hat die Vorlage mit 68,3 Prozent abgelehnt. Stallikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Stallikon (ZH)","A Stallikon, les habitants disent non à 68,3 pour cent à l'initiative ""d'allègement des primes"" du PS. Stallikon a rejeté l'initiative, tout comme son canton.","Stallikon ZH","Nel comune di Stallikon, i cittadini hanno respinto l'iniziativa per premi meno onerosi del PS con il 68,3 per cento di voti contrari. Stallikon ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Wettswil am Albis ZH","In Wettswil am Albis hat die Prämienentlastungsinitiative keine Mehrheit gefunden. Auf 75,8 Prozent der abgegebenen Stimmzettel stand ein Nein. Wettswil am Albis hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Wettswil am Albis (ZH)","Les habitants de Wettswil am Albis rejettent l'initiative ""d'allègement des primes"" du PS avec 75,8 pour cent de non. Wettswil am Albis a rejeté l'initiative, tout comme son canton.","Wettswil am Albis ZH","I cittadini di Wettswil am Albis hanno respinto l'iniziativa per premi meno onerosi del PS con il 75,8 per cento di voti contrari. Wettswil am Albis ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Benken ZH","Benken ZH hat die Prämienentlastungsinitiative mit 72,3 Prozent abgelehnt. Benken ZH hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Benken (ZH)","L'initiative ""d'allègement des primes"" du PS ne passe pas la rampe à Benken (ZH) avec 72,3 pour cent de non. Benken (ZH) a rejeté l'initiative, tout comme son canton.","Benken ZH","L'iniziativa per premi meno onerosi del PS è stata respinta a Benken ZH, dove ha riscosso il 72,3 per cento di ""no"". Benken ZH ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Berg am Irchel ZH","Keine Mehrheit für die Prämienentlastungsinitiative in Berg am Irchel: Mit 193 Nein-Stimmen zu 68 Ja-Stimmen oder 73,9 Prozent hat die Gemeinde das Volksbegehren verworfen. Berg am Irchel hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Berg am Irchel (ZH)","C'est non à 73,9 pour cent à l'initiative ""d'allègement des primes"" du PS à Berg am Irchel. Berg am Irchel a rejeté l'initiative, tout comme son canton.","Berg am Irchel ZH","Il 73,9 per cento degli elettori di Berg am Irchel ha respinto l'iniziativa per premi meno onerosi del PS. Berg am Irchel ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Buch am Irchel ZH","Nein zur Prämienentlastungsinitiative in Buch am Irchel: Mit 323 Nein- zu 79 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 80,3 Prozent. Buch am Irchel hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Buch am Irchel (ZH)","L'initiative ""d'allègement des primes"" du PS échoue à Buch am Irchel avec 80,3 pour cent des suffrages. Buch am Irchel a rejeté l'initiative, tout comme son canton.","Buch am Irchel ZH","Gli elettori di Buch am Irchel si sono mostrati scettici nei confronti dell'iniziativa per premi meno onerosi del PS, che è stata respinta con il 80,3 per cento di voti contrari. Buch am Irchel ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Dachsen ZH","Nein zur Prämienentlastungsinitiative in Dachsen: Mit 440 Nein- zu 231 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 65,6 Prozent. Dachsen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Dachsen (ZH)","L'initiative ""d'allègement des primes"" du PS échoue à Dachsen avec 65,6 pour cent des suffrages. Dachsen a rejeté l'initiative, tout comme son canton.","Dachsen ZH","Gli elettori di Dachsen si sono mostrati scettici nei confronti dell'iniziativa per premi meno onerosi del PS, che è stata respinta con il 65,6 per cento di voti contrari. Dachsen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Dorf ZH","In Dorf hat die Stimmbevölkerung die Prämienentlastungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 68,3 Prozent verworfen. Dorf hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Dorf (ZH)","A Dorf, les habitants sont défavorables à l'initiative ""d'allègement des primes"" du PS avec 68,3 pour cent des voix. Dorf a rejeté l'initiative, tout comme son canton.","Dorf ZH","A Dorf gli abitanti si sono opposti all'iniziativa per premi meno onerosi del PS con il 68,3 per cento di voti a sfavore. Dorf ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Feuerthalen ZH","Keine Mehrheit für die Prämienentlastungsinitiative in Feuerthalen: Mit 838 Nein-Stimmen zu 517 Ja-Stimmen oder 61,8 Prozent hat die Gemeinde das Volksbegehren verworfen. Feuerthalen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Feuerthalen (ZH)","C'est non à 61,8 pour cent à l'initiative ""d'allègement des primes"" du PS à Feuerthalen. Feuerthalen a rejeté l'initiative, tout comme son canton.","Feuerthalen ZH","Il 61,8 per cento degli elettori di Feuerthalen ha respinto l'iniziativa per premi meno onerosi del PS. Feuerthalen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Flaach ZH","In Flaach hat die Prämienentlastungsinitiative keine Mehrheit gefunden. Auf 75,1 Prozent der abgegebenen Stimmzettel stand ein Nein. Flaach hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Flaach (ZH)","Les habitants de Flaach rejettent l'initiative ""d'allègement des primes"" du PS avec 75,1 pour cent de non. Flaach a rejeté l'initiative, tout comme son canton.","Flaach ZH","I cittadini di Flaach hanno respinto l'iniziativa per premi meno onerosi del PS con il 75,1 per cento di voti contrari. Flaach ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Flurlingen ZH","Keine Mehrheit für die Prämienentlastungsinitiative in Flurlingen: Mit 378 Nein-Stimmen zu 191 Ja-Stimmen oder 66,4 Prozent hat die Gemeinde das Volksbegehren verworfen. Flurlingen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Flurlingen (ZH)","C'est non à 66,4 pour cent à l'initiative ""d'allègement des primes"" du PS à Flurlingen. Flurlingen a rejeté l'initiative, tout comme son canton.","Flurlingen ZH","Il 66,4 per cento degli elettori di Flurlingen ha respinto l'iniziativa per premi meno onerosi del PS. Flurlingen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Henggart ZH","Keine Mehrheit für die Prämienentlastungsinitiative in Henggart: Mit 675 Nein-Stimmen zu 237 Ja-Stimmen oder 74 Prozent hat die Gemeinde das Volksbegehren verworfen. Henggart hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Henggart (ZH)","C'est non à 74 pour cent à l'initiative ""d'allègement des primes"" du PS à Henggart. Henggart a rejeté l'initiative, tout comme son canton.","Henggart ZH","Il 74 per cento degli elettori di Henggart ha respinto l'iniziativa per premi meno onerosi del PS. Henggart ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Kleinandelfingen ZH","65,9 Prozent der Stimmbürgerinnen und Stimmbürger von Kleinandelfingen sagen Nein zur Prämienentlastungsinitiative. Kleinandelfingen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Kleinandelfingen (ZH)","Les habitants de Kleinandelfingen s'opposent à l'initiative ""d'allègement des primes"" du PS avec 65,9 pour cent de non. Kleinandelfingen a rejeté l'initiative, tout comme son canton.","Kleinandelfingen ZH","Gli abitanti di Kleinandelfingen hanno respinto l'iniziativa per premi meno onerosi del PS con il 65,9 per cento di ""no"". Kleinandelfingen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Laufen-Uhwiesen ZH","Keine Mehrheit für die Prämienentlastungsinitiative in Laufen-Uhwiesen: Mit 469 Nein-Stimmen zu 173 Ja-Stimmen oder 73,1 Prozent hat die Gemeinde das Volksbegehren verworfen. Laufen-Uhwiesen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Laufen-Uhwiesen (ZH)","C'est non à 73,1 pour cent à l'initiative ""d'allègement des primes"" du PS à Laufen-Uhwiesen. Laufen-Uhwiesen a rejeté l'initiative, tout comme son canton.","Laufen-Uhwiesen ZH","Il 73,1 per cento degli elettori di Laufen-Uhwiesen ha respinto l'iniziativa per premi meno onerosi del PS. Laufen-Uhwiesen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Marthalen ZH","71,1 Prozent der Stimmbürgerinnen und Stimmbürger von Marthalen sagen Nein zur Prämienentlastungsinitiative. Marthalen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Marthalen (ZH)","Les habitants de Marthalen s'opposent à l'initiative ""d'allègement des primes"" du PS avec 71,1 pour cent de non. Marthalen a rejeté l'initiative, tout comme son canton.","Marthalen ZH","Gli abitanti di Marthalen hanno respinto l'iniziativa per premi meno onerosi del PS con il 71,1 per cento di ""no"". Marthalen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Ossingen ZH","Ossingen hat die Prämienentlastungsinitiative mit 67,6 Prozent abgelehnt. Ossingen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Ossingen (ZH)","L'initiative ""d'allègement des primes"" du PS ne passe pas la rampe à Ossingen avec 67,6 pour cent de non. Ossingen a rejeté l'initiative, tout comme son canton.","Ossingen ZH","L'iniziativa per premi meno onerosi del PS è stata respinta a Ossingen, dove ha riscosso il 67,6 per cento di ""no"". Ossingen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Rheinau ZH","In Rheinau hat die Prämienentlastungsinitiative keine Mehrheit gefunden. Auf 53,9 Prozent der abgegebenen Stimmzettel stand ein Nein. Rheinau hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Rheinau (ZH)","Les habitants de Rheinau rejettent l'initiative ""d'allègement des primes"" du PS avec 53,9 pour cent de non. Rheinau a rejeté l'initiative, tout comme son canton.","Rheinau ZH","I cittadini di Rheinau hanno respinto l'iniziativa per premi meno onerosi del PS con il 53,9 per cento di voti contrari. Rheinau ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Thalheim an der Thur ZH","In Thalheim an der Thur hat die Prämienentlastungsinitiative keine Mehrheit gefunden. Auf 63,7 Prozent der abgegebenen Stimmzettel stand ein Nein. Thalheim an der Thur hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Thalheim an der Thur (ZH)","Les habitants de Thalheim an der Thur rejettent l'initiative ""d'allègement des primes"" du PS avec 63,7 pour cent de non. Thalheim an der Thur a rejeté l'initiative, tout comme son canton.","Thalheim an der Thur ZH","I cittadini di Thalheim an der Thur hanno respinto l'iniziativa per premi meno onerosi del PS con il 63,7 per cento di voti contrari. Thalheim an der Thur ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Trüllikon ZH","Nein zur Prämienentlastungsinitiative in Trüllikon: Mit 286 Nein- zu 114 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 71,5 Prozent. Trüllikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Trüllikon (ZH)","L'initiative ""d'allègement des primes"" du PS échoue à Trüllikon avec 71,5 pour cent des suffrages. Trüllikon a rejeté l'initiative, tout comme son canton.","Trüllikon ZH","Gli elettori di Trüllikon si sono mostrati scettici nei confronti dell'iniziativa per premi meno onerosi del PS, che è stata respinta con il 71,5 per cento di voti contrari. Trüllikon ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Truttikon ZH","Nein zur Prämienentlastungsinitiative in Truttikon. Die Gemeinde hat die Vorlage mit 65,8 Prozent abgelehnt. Truttikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Truttikon (ZH)","A Truttikon, les habitants disent non à 65,8 pour cent à l'initiative ""d'allègement des primes"" du PS. Truttikon a rejeté l'initiative, tout comme son canton.","Truttikon ZH","Nel comune di Truttikon, i cittadini hanno respinto l'iniziativa per premi meno onerosi del PS con il 65,8 per cento di voti contrari. Truttikon ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Volken ZH","In Volken hat die Stimmbevölkerung die Prämienentlastungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 76 Prozent verworfen. Volken hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Volken (ZH)","A Volken, les habitants sont défavorables à l'initiative ""d'allègement des primes"" du PS avec 76 pour cent des voix. Volken a rejeté l'initiative, tout comme son canton.","Volken ZH","A Volken gli abitanti si sono opposti all'iniziativa per premi meno onerosi del PS con il 76 per cento di voti a sfavore. Volken ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Bachenbülach ZH","Nein zur Prämienentlastungsinitiative in Bachenbülach: Mit 683 Nein- zu 366 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 65,1 Prozent. Bachenbülach hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Bachenbülach (ZH)","L'initiative ""d'allègement des primes"" du PS échoue à Bachenbülach avec 65,1 pour cent des suffrages. Bachenbülach a rejeté l'initiative, tout comme son canton.","Bachenbülach ZH","Gli elettori di Bachenbülach si sono mostrati scettici nei confronti dell'iniziativa per premi meno onerosi del PS, che è stata respinta con il 65,1 per cento di voti contrari. Bachenbülach ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Bassersdorf ZH","Nein zur Prämienentlastungsinitiative in Bassersdorf. Die Gemeinde hat die Vorlage mit 63,9 Prozent abgelehnt. Bassersdorf hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Bassersdorf (ZH)","A Bassersdorf, les habitants disent non à 63,9 pour cent à l'initiative ""d'allègement des primes"" du PS. Bassersdorf a rejeté l'initiative, tout comme son canton.","Bassersdorf ZH","Nel comune di Bassersdorf, i cittadini hanno respinto l'iniziativa per premi meno onerosi del PS con il 63,9 per cento di voti contrari. Bassersdorf ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Bülach ZH","Bülach hat die Prämienentlastungsinitiative mit 60,7 Prozent abgelehnt. Bülach hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Bülach (ZH)","L'initiative ""d'allègement des primes"" du PS ne passe pas la rampe à Bülach avec 60,7 pour cent de non. Bülach a rejeté l'initiative, tout comme son canton.","Bülach ZH","L'iniziativa per premi meno onerosi del PS è stata respinta a Bülach, dove ha riscosso il 60,7 per cento di ""no"". Bülach ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Dietlikon ZH","Nein zur Prämienentlastungsinitiative in Dietlikon: Mit 1'420 Nein- zu 701 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 66,9 Prozent. Dietlikon hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Dietlikon (ZH)","L'initiative ""d'allègement des primes"" du PS échoue à Dietlikon avec 66,9 pour cent des suffrages. Dietlikon a rejeté l'initiative, tout comme son canton.","Dietlikon ZH","Gli elettori di Dietlikon si sono mostrati scettici nei confronti dell'iniziativa per premi meno onerosi del PS, che è stata respinta con il 66,9 per cento di voti contrari. Dietlikon ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Eglisau ZH","Eglisau hat die Prämienentlastungsinitiative mit 64,9 Prozent abgelehnt. Eglisau hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Eglisau (ZH)","L'initiative ""d'allègement des primes"" du PS ne passe pas la rampe à Eglisau avec 64,9 pour cent de non. Eglisau a rejeté l'initiative, tout comme son canton.","Eglisau ZH","L'iniziativa per premi meno onerosi del PS è stata respinta a Eglisau, dove ha riscosso il 64,9 per cento di ""no"". Eglisau ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Embrach ZH","In Embrach hat die Prämienentlastungsinitiative keine Mehrheit gefunden. Auf 62,8 Prozent der abgegebenen Stimmzettel stand ein Nein. Embrach hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Embrach (ZH)","Les habitants d'Embrach rejettent l'initiative ""d'allègement des primes"" du PS avec 62,8 pour cent de non. Embrach a rejeté l'initiative, tout comme son canton.","Embrach ZH","I cittadini di Embrach hanno respinto l'iniziativa per premi meno onerosi del PS con il 62,8 per cento di voti contrari. Embrach ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Freienstein-Teufen ZH","68 Prozent der Stimmbürgerinnen und Stimmbürger von Freienstein-Teufen sagen Nein zur Prämienentlastungsinitiative. Freienstein-Teufen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Freienstein-Teufen (ZH)","Les habitants de Freienstein-Teufen s'opposent à l'initiative ""d'allègement des primes"" du PS avec 68 pour cent de non. Freienstein-Teufen a rejeté l'initiative, tout comme son canton.","Freienstein-Teufen ZH","Gli abitanti di Freienstein-Teufen hanno respinto l'iniziativa per premi meno onerosi del PS con il 68 per cento di ""no"". Freienstein-Teufen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Glattfelden ZH","Nein zur Prämienentlastungsinitiative in Glattfelden. Die Gemeinde hat die Vorlage mit 64,9 Prozent abgelehnt. Glattfelden hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Glattfelden (ZH)","A Glattfelden, les habitants disent non à 64,9 pour cent à l'initiative ""d'allègement des primes"" du PS. Glattfelden a rejeté l'initiative, tout comme son canton.","Glattfelden ZH","Nel comune di Glattfelden, i cittadini hanno respinto l'iniziativa per premi meno onerosi del PS con il 64,9 per cento di voti contrari. Glattfelden ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Hochfelden ZH","Nein zur Prämienentlastungsinitiative in Hochfelden. Die Gemeinde hat die Vorlage mit 67,3 Prozent abgelehnt. Hochfelden hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Hochfelden (ZH)","A Hochfelden, les habitants disent non à 67,3 pour cent à l'initiative ""d'allègement des primes"" du PS. Hochfelden a rejeté l'initiative, tout comme son canton.","Hochfelden ZH","Nel comune di Hochfelden, i cittadini hanno respinto l'iniziativa per premi meno onerosi del PS con il 67,3 per cento di voti contrari. Hochfelden ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Höri ZH","Nein zur Prämienentlastungsinitiative in Höri. Die Gemeinde hat die Vorlage mit 67,7 Prozent abgelehnt. Höri hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Höri (ZH)","A Höri, les habitants disent non à 67,7 pour cent à l'initiative ""d'allègement des primes"" du PS. Höri a rejeté l'initiative, tout comme son canton.","Höri ZH","Nel comune di Höri, i cittadini hanno respinto l'iniziativa per premi meno onerosi del PS con il 67,7 per cento di voti contrari. Höri ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
"Hüntwangen ZH","In Hüntwangen hat die Stimmbevölkerung die Prämienentlastungsinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 67 Prozent verworfen. Hüntwangen hat damit gleich wie der Kanton Zürich Nein gesagt zu dieser Vorlage.","Hüntwangen (ZH)","A Hüntwangen, les habitants sont défavorables à l'initiative ""d'allègement des primes"" du PS avec 67 pour cent des voix. Hüntwangen a rejeté l'initiative, tout comme son canton.","Hüntwangen ZH","A Hüntwangen gli abitanti si sono opposti all'iniziativa per premi meno onerosi del PS con il 67 per cento di voti a sfavore. Hüntwangen ha respinto l'iniziativa, risultato che si è confermato anche a livello cantonale."
