"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Rifferswil ZH","Ja zum Stromgesetz in Rifferswil: Mit 67,2 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Rifferswil hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Rifferswil (ZH)","Les habitants de Rifferswil approuvent la loi sur l'électricité avec 67,2 pour cent des voix. Rifferswil a approuvé la loi, tout comme son canton.","Rifferswil ZH","Gli abitanti di Rifferswil hanno accolto la legge sull'approvvigionamento elettrico con il 67,2 per cento di ""sì"". Rifferswil ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Stallikon ZH","Die Gemeinde Stallikon hat das Stromgesetz mit 70,9 Prozent angenommen. Stallikon hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Stallikon (ZH)","A Stallikon, les habitants disent oui à 70,9 pour cent à la loi sur l'électricité. Stallikon a approuvé la loi, tout comme son canton.","Stallikon ZH","Nel comune di Stallikon, i cittadini hanno accolto la legge sull'approvvigionamento elettrico con il 70,9 per cento di voti favorevoli. Stallikon ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Wettswil am Albis ZH","Die Gemeinde Wettswil am Albis hat das Stromgesetz mit 71,2 Prozent Ja-Stimmen angenommen. Wettswil am Albis hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Wettswil am Albis (ZH)","Les habitants de Wettswil am Albis acceptent la loi sur l'électricité avec 71,2 pour cent de oui. Wettswil am Albis a approuvé la loi, tout comme son canton.","Wettswil am Albis ZH","I cittadini di Wettswil am Albis hanno accolto la legge sull'approvvigionamento elettrico con il 71,2 per cento di voti a favore. Wettswil am Albis ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Benken ZH","Ja zum Stromgesetz in Benken ZH. Die Gemeinde hat die Vorlage mit 58,1 Prozent der Stimmen angenommen. Benken ZH hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Benken (ZH)","La loi sur l'électricité passe la rampe à Benken (ZH) avec 58,1 pour cent de oui. Benken (ZH) a approuvé la loi, tout comme son canton.","Benken ZH","La legge sull'approvvigionamento elettrico è stata accolta a Benken ZH, dove ha riscosso il 58,1 per cento di voti a favore. Benken ZH ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Berg am Irchel ZH","59 Prozent der Abstimmenden in der Gemeinde Berg am Irchel haben Ja gesagt zum Stromgesetz. Berg am Irchel hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Berg am Irchel (ZH)","C'est oui à 59 pour cent à la loi sur l'électricité à Berg am Irchel. Berg am Irchel a approuvé la loi, tout comme son canton.","Berg am Irchel ZH","Il 59 per cento degli elettori di Berg am Irchel ha accolto la legge sull'approvvigionamento elettrico. Berg am Irchel ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Buch am Irchel ZH","63,7 Prozent der Stimmbürgerinnen und Stimmbürger von Buch am Irchel haben das Stromgesetz angenommen. Buch am Irchel hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Buch am Irchel (ZH)","Les électeurs de Buch am Irchel valident la loi sur l'électricité avec 63,7 pour cent des voix. Buch am Irchel a approuvé la loi, tout comme son canton.","Buch am Irchel ZH","Gli elettori di Buch am Irchel si sono mostrati favorevoli alla legge sull'approvvigionamento elettrico, che ha ricevuto il 63,7 per cento di ""sì"". Buch am Irchel ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Dachsen ZH","68,9 Prozent der Stimmbürgerinnen und Stimmbürger von Dachsen haben das Stromgesetz angenommen. Dachsen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Dachsen (ZH)","Les électeurs de Dachsen valident la loi sur l'électricité avec 68,9 pour cent des voix. Dachsen a approuvé la loi, tout comme son canton.","Dachsen ZH","Gli elettori di Dachsen si sono mostrati favorevoli alla legge sull'approvvigionamento elettrico, che ha ricevuto il 68,9 per cento di ""sì"". Dachsen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Dorf ZH","In Dorf hat die Stimmbevölkerung dem Stromgesetz zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 50,2 Prozent angenommen. Dorf hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Dorf (ZH)","A Dorf, les habitants sont favorables à la loi sur l'électricité avec 50,2 pour cent des suffrages. Dorf a approuvé la loi, tout comme son canton.","Dorf ZH","A Dorf gli abitanti hanno accolto la legge sull'approvvigionamento elettrico con il 50,2 per cento di ""sì"". Dorf ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Feuerthalen ZH","68,6 Prozent der Abstimmenden in der Gemeinde Feuerthalen haben Ja gesagt zum Stromgesetz. Feuerthalen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Feuerthalen (ZH)","C'est oui à 68,6 pour cent à la loi sur l'électricité à Feuerthalen. Feuerthalen a approuvé la loi, tout comme son canton.","Feuerthalen ZH","Il 68,6 per cento degli elettori di Feuerthalen ha accolto la legge sull'approvvigionamento elettrico. Feuerthalen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Flaach ZH","Die Gemeinde Flaach hat das Stromgesetz mit 58,5 Prozent Ja-Stimmen angenommen. Flaach hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Flaach (ZH)","Les habitants de Flaach acceptent la loi sur l'électricité avec 58,5 pour cent de oui. Flaach a approuvé la loi, tout comme son canton.","Flaach ZH","I cittadini di Flaach hanno accolto la legge sull'approvvigionamento elettrico con il 58,5 per cento di voti a favore. Flaach ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Flurlingen ZH","74,8 Prozent der Abstimmenden in der Gemeinde Flurlingen haben Ja gesagt zum Stromgesetz. Flurlingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Flurlingen (ZH)","C'est oui à 74,8 pour cent à la loi sur l'électricité à Flurlingen. Flurlingen a approuvé la loi, tout comme son canton.","Flurlingen ZH","Il 74,8 per cento degli elettori di Flurlingen ha accolto la legge sull'approvvigionamento elettrico. Flurlingen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Henggart ZH","61,3 Prozent der Abstimmenden in der Gemeinde Henggart haben Ja gesagt zum Stromgesetz. Henggart hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Henggart (ZH)","C'est oui à 61,3 pour cent à la loi sur l'électricité à Henggart. Henggart a approuvé la loi, tout comme son canton.","Henggart ZH","Il 61,3 per cento degli elettori di Henggart ha accolto la legge sull'approvvigionamento elettrico. Henggart ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Kleinandelfingen ZH","Ja zum Stromgesetz in Kleinandelfingen: Mit 61,9 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Kleinandelfingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Kleinandelfingen (ZH)","Les habitants de Kleinandelfingen approuvent la loi sur l'électricité avec 61,9 pour cent des voix. Kleinandelfingen a approuvé la loi, tout comme son canton.","Kleinandelfingen ZH","Gli abitanti di Kleinandelfingen hanno accolto la legge sull'approvvigionamento elettrico con il 61,9 per cento di ""sì"". Kleinandelfingen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Laufen-Uhwiesen ZH","63,3 Prozent der Abstimmenden in der Gemeinde Laufen-Uhwiesen haben Ja gesagt zum Stromgesetz. Laufen-Uhwiesen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Laufen-Uhwiesen (ZH)","C'est oui à 63,3 pour cent à la loi sur l'électricité à Laufen-Uhwiesen. Laufen-Uhwiesen a approuvé la loi, tout comme son canton.","Laufen-Uhwiesen ZH","Il 63,3 per cento degli elettori di Laufen-Uhwiesen ha accolto la legge sull'approvvigionamento elettrico. Laufen-Uhwiesen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Marthalen ZH","Ja zum Stromgesetz in Marthalen: Mit 50,8 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Marthalen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Marthalen (ZH)","Les habitants de Marthalen approuvent la loi sur l'électricité avec 50,8 pour cent des voix. Marthalen a approuvé la loi, tout comme son canton.","Marthalen ZH","Gli abitanti di Marthalen hanno accolto la legge sull'approvvigionamento elettrico con il 50,8 per cento di ""sì"". Marthalen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Ossingen ZH","Ja zum Stromgesetz in Ossingen. Die Gemeinde hat die Vorlage mit 65,6 Prozent der Stimmen angenommen. Ossingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Ossingen (ZH)","La loi sur l'électricité passe la rampe à Ossingen avec 65,6 pour cent de oui. Ossingen a approuvé la loi, tout comme son canton.","Ossingen ZH","La legge sull'approvvigionamento elettrico è stata accolta a Ossingen, dove ha riscosso il 65,6 per cento di voti a favore. Ossingen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Rheinau ZH","Die Gemeinde Rheinau hat das Stromgesetz mit 60,5 Prozent Ja-Stimmen angenommen. Rheinau hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Rheinau (ZH)","Les habitants de Rheinau acceptent la loi sur l'électricité avec 60,5 pour cent de oui. Rheinau a approuvé la loi, tout comme son canton.","Rheinau ZH","I cittadini di Rheinau hanno accolto la legge sull'approvvigionamento elettrico con il 60,5 per cento di voti a favore. Rheinau ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Thalheim an der Thur ZH","In Thalheim an der Thur hat das Stromgesetz keine Mehrheit gefunden. Auf 53,1 Prozent der abgegebenen Stimmzettel stand ein Nein. Thalheim an der Thur hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Thalheim an der Thur (ZH)","Les habitants de Thalheim an der Thur rejettent la loi sur l'électricité avec 53,1 pour cent de non. Thalheim an der Thur a rejeté la loi, contrairement à son canton.","Thalheim an der Thur ZH","I cittadini di Thalheim an der Thur hanno respinto la legge sull'approvvigionamento elettrico con il 53,1 per cento di voti contrari. Thalheim an der Thur ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
"Trüllikon ZH","55,1 Prozent der Stimmbürgerinnen und Stimmbürger von Trüllikon haben das Stromgesetz angenommen. Trüllikon hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Trüllikon (ZH)","Les électeurs de Trüllikon valident la loi sur l'électricité avec 55,1 pour cent des voix. Trüllikon a approuvé la loi, tout comme son canton.","Trüllikon ZH","Gli elettori di Trüllikon si sono mostrati favorevoli alla legge sull'approvvigionamento elettrico, che ha ricevuto il 55,1 per cento di ""sì"". Trüllikon ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Truttikon ZH","Nein zum Stromgesetz in Truttikon. Die Gemeinde hat die Vorlage mit 51 Prozent abgelehnt. Truttikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Truttikon (ZH)","A Truttikon, les habitants disent non à 51 pour cent à l'initiative du Centre pour un ""frein aux coûts"". Truttikon a rejeté la loi, contrairement à son canton.","Truttikon ZH","Nel comune di Truttikon, i cittadini hanno respinto la legge sull'approvvigionamento elettrico con il 51 per cento di voti contrari. Truttikon ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
"Volken ZH","In Volken hat die Stimmbevölkerung das Stromgesetz abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 58,8 Prozent verworfen. Volken hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Zürich.","Volken (ZH)","A Volken, les habitants sont défavorables à la loi sur l'électricité avec 58,8 pour cent des voix. Le plus fort pourcentage de non du canton de Zurich a été obtenu à Volken.","Volken ZH","A Volken gli abitanti si sono opposti alla legge sull'approvvigionamento elettrico con il 58,8 per cento di voti a sfavore. Il maggior numero di ""no"" nel canton Zurigo è stato ottenuto a Volken."
"Bachenbülach ZH","70 Prozent der Stimmbürgerinnen und Stimmbürger von Bachenbülach haben das Stromgesetz angenommen. Bachenbülach hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Bachenbülach (ZH)","Les électeurs de Bachenbülach valident la loi sur l'électricité avec 70 pour cent des voix. Bachenbülach a approuvé la loi, tout comme son canton.","Bachenbülach ZH","Gli elettori di Bachenbülach si sono mostrati favorevoli alla legge sull'approvvigionamento elettrico, che ha ricevuto il 70 per cento di ""sì"". Bachenbülach ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Bassersdorf ZH","Die Gemeinde Bassersdorf hat das Stromgesetz mit 70,3 Prozent angenommen. Bassersdorf hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Bassersdorf (ZH)","A Bassersdorf, les habitants disent oui à 70,3 pour cent à la loi sur l'électricité. Bassersdorf a approuvé la loi, tout comme son canton.","Bassersdorf ZH","Nel comune di Bassersdorf, i cittadini hanno accolto la legge sull'approvvigionamento elettrico con il 70,3 per cento di voti favorevoli. Bassersdorf ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Bülach ZH","Ja zum Stromgesetz in Bülach. Die Gemeinde hat die Vorlage mit 66,8 Prozent der Stimmen angenommen. Bülach hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Bülach (ZH)","La loi sur l'électricité passe la rampe à Bülach avec 66,8 pour cent de oui. Bülach a approuvé la loi, tout comme son canton.","Bülach ZH","La legge sull'approvvigionamento elettrico è stata accolta a Bülach, dove ha riscosso il 66,8 per cento di voti a favore. Bülach ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Dietlikon ZH","75,5 Prozent der Stimmbürgerinnen und Stimmbürger von Dietlikon haben das Stromgesetz angenommen. Dietlikon hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Dietlikon (ZH)","Les électeurs de Dietlikon valident la loi sur l'électricité avec 75,5 pour cent des voix. Dietlikon a approuvé la loi, tout comme son canton.","Dietlikon ZH","Gli elettori di Dietlikon si sono mostrati favorevoli alla legge sull'approvvigionamento elettrico, che ha ricevuto il 75,5 per cento di ""sì"". Dietlikon ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Eglisau ZH","Ja zum Stromgesetz in Eglisau. Die Gemeinde hat die Vorlage mit 69,8 Prozent der Stimmen angenommen. Eglisau hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Eglisau (ZH)","La loi sur l'électricité passe la rampe à Eglisau avec 69,8 pour cent de oui. Eglisau a approuvé la loi, tout comme son canton.","Eglisau ZH","La legge sull'approvvigionamento elettrico è stata accolta a Eglisau, dove ha riscosso il 69,8 per cento di voti a favore. Eglisau ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Embrach ZH","Die Gemeinde Embrach hat das Stromgesetz mit 65,3 Prozent Ja-Stimmen angenommen. Embrach hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Embrach (ZH)","Les habitants d'Embrach acceptent la loi sur l'électricité avec 65,3 pour cent de oui. Embrach a approuvé la loi, tout comme son canton.","Embrach ZH","I cittadini di Embrach hanno accolto la legge sull'approvvigionamento elettrico con il 65,3 per cento di voti a favore. Embrach ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Freienstein-Teufen ZH","Ja zum Stromgesetz in Freienstein-Teufen: Mit 63,1 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Freienstein-Teufen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Freienstein-Teufen (ZH)","Les habitants de Freienstein-Teufen approuvent la loi sur l'électricité avec 63,1 pour cent des voix. Freienstein-Teufen a approuvé la loi, tout comme son canton.","Freienstein-Teufen ZH","Gli abitanti di Freienstein-Teufen hanno accolto la legge sull'approvvigionamento elettrico con il 63,1 per cento di ""sì"". Freienstein-Teufen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Glattfelden ZH","Die Gemeinde Glattfelden hat das Stromgesetz mit 63,5 Prozent angenommen. Glattfelden hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Glattfelden (ZH)","A Glattfelden, les habitants disent oui à 63,5 pour cent à la loi sur l'électricité. Glattfelden a approuvé la loi, tout comme son canton.","Glattfelden ZH","Nel comune di Glattfelden, i cittadini hanno accolto la legge sull'approvvigionamento elettrico con il 63,5 per cento di voti favorevoli. Glattfelden ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Hochfelden ZH","Die Gemeinde Hochfelden hat das Stromgesetz mit 62,2 Prozent angenommen. Hochfelden hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Hochfelden (ZH)","A Hochfelden, les habitants disent oui à 62,2 pour cent à la loi sur l'électricité. Hochfelden a approuvé la loi, tout comme son canton.","Hochfelden ZH","Nel comune di Hochfelden, i cittadini hanno accolto la legge sull'approvvigionamento elettrico con il 62,2 per cento di voti favorevoli. Hochfelden ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Höri ZH","Die Gemeinde Höri hat das Stromgesetz mit 57,5 Prozent angenommen. Höri hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Höri (ZH)","A Höri, les habitants disent oui à 57,5 pour cent à la loi sur l'électricité. Höri a approuvé la loi, tout comme son canton.","Höri ZH","Nel comune di Höri, i cittadini hanno accolto la legge sull'approvvigionamento elettrico con il 57,5 per cento di voti favorevoli. Höri ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Hüntwangen ZH","In Hüntwangen hat die Stimmbevölkerung dem Stromgesetz zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 65 Prozent angenommen. Hüntwangen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Hüntwangen (ZH)","A Hüntwangen, les habitants sont favorables à la loi sur l'électricité avec 65 pour cent des suffrages. Hüntwangen a approuvé la loi, tout comme son canton.","Hüntwangen ZH","A Hüntwangen gli abitanti hanno accolto la legge sull'approvvigionamento elettrico con il 65 per cento di ""sì"". Hüntwangen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Kloten ZH","In Kloten hat die Stimmbevölkerung dem Stromgesetz zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 70,2 Prozent angenommen. Kloten hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Kloten (ZH)","A Kloten, les habitants sont favorables à la loi sur l'électricité avec 70,2 pour cent des suffrages. Kloten a approuvé la loi, tout comme son canton.","Kloten ZH","A Kloten gli abitanti hanno accolto la legge sull'approvvigionamento elettrico con il 70,2 per cento di ""sì"". Kloten ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Lufingen ZH","Die Gemeinde Lufingen hat das Stromgesetz mit 70,7 Prozent angenommen. Lufingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Lufingen (ZH)","A Lufingen, les habitants disent oui à 70,7 pour cent à la loi sur l'électricité. Lufingen a approuvé la loi, tout comme son canton.","Lufingen ZH","Nel comune di Lufingen, i cittadini hanno accolto la legge sull'approvvigionamento elettrico con il 70,7 per cento di voti favorevoli. Lufingen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Nürensdorf ZH","In Nürensdorf hat die Stimmbevölkerung dem Stromgesetz zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 65,3 Prozent angenommen. Nürensdorf hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Nürensdorf (ZH)","A Nürensdorf, les habitants sont favorables à la loi sur l'électricité avec 65,3 pour cent des suffrages. Nürensdorf a approuvé la loi, tout comme son canton.","Nürensdorf ZH","A Nürensdorf gli abitanti hanno accolto la legge sull'approvvigionamento elettrico con il 65,3 per cento di ""sì"". Nürensdorf ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Oberembrach ZH","Ja zum Stromgesetz in Oberembrach. Die Gemeinde hat die Vorlage mit 51,8 Prozent der Stimmen angenommen. Oberembrach hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Oberembrach (ZH)","La loi sur l'électricité passe la rampe à Oberembrach avec 51,8 pour cent de oui. Oberembrach a approuvé la loi, tout comme son canton.","Oberembrach ZH","La legge sull'approvvigionamento elettrico è stata accolta a Oberembrach, dove ha riscosso il 51,8 per cento di voti a favore. Oberembrach ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
"Opfikon ZH","71,7 Prozent der Abstimmenden in der Gemeinde Opfikon haben Ja gesagt zum Stromgesetz. Opfikon hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Opfikon (ZH)","C'est oui à 71,7 pour cent à la loi sur l'électricité à Opfikon. Opfikon a approuvé la loi, tout comme son canton.","Opfikon ZH","Il 71,7 per cento degli elettori di Opfikon ha accolto la legge sull'approvvigionamento elettrico. Opfikon ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
