"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
6615,39.7,39.7,60.3,"Collex-Bossy (GE)","A Collex-Bossy, les habitants disent non à 60,3 pour cent à l'initiative pour la biodiversité. Collex-Bossy a rejeté l'initiative, contrairement à son canton."
6616,50.4,50.4,49.6,"Collonge-Bellerive (GE)","A Collonge-Bellerive, les habitants sont favorables à l'initiative pour la biodiversité avec 50,4 pour cent des suffrages. Collonge-Bellerive a approuvé l'initiative, tout comme son canton."
6617,67.4,67.4,32.6,"Cologny (GE)","A Cologny, les habitants disent oui à 67,4 pour cent à l'initiative pour la biodiversité. Cologny a approuvé l'initiative, tout comme son canton."
6618,49.1,49.1,50.9,"Confignon (GE)","A Confignon, les habitants sont défavorables à l'initiative pour la biodiversité avec 50,9 pour cent des voix. Confignon a rejeté l'initiative, contrairement à son canton."
6619,83.4,83.4,16.6,"Corsier (GE)","Les habitants de Corsier (GE) approuvent l'initiative pour la biodiversité avec 83,4 pour cent des voix. Corsier (GE) a approuvé l'initiative, tout comme son canton."
6620,56.2,56.2,43.8,"Dardagny (GE)","Les habitants de Dardagny approuvent l'initiative pour la biodiversité avec 56,2 pour cent des voix. Dardagny a approuvé l'initiative, tout comme son canton."
6621,43.1,43.1,56.9,"Genève (GE)","C'est non à 56,9 pour cent à l'initiative pour la biodiversité à Genève. Genève a rejeté l'initiative, contrairement à son canton."
6622,82.9,82.9,17.1,"Genthod (GE)","L'initiative pour la biodiversité passe la rampe à Genthod avec 82,9 pour cent de oui. Genthod a approuvé l'initiative, tout comme son canton."
6623,45.9,45.9,54.1,"Le Grand-Saconnex (GE)","Au Grand-Saconnex, les habitants sont défavorables à l'initiative pour la biodiversité avec 54,1 pour cent des voix. Le Grand-Saconnex a rejeté l'initiative, contrairement à son canton."
6624,18.3,18.3,81.7,"Gy (GE)","Les habitants de Gy rejettent l'initiative pour la biodiversité avec 81,7 pour cent de non. Gy a rejeté l'initiative, contrairement à son canton."
6625,38.9,38.9,61.1,"Hermance (GE)","L'initiative pour la biodiversité échoue à Hermance avec 61,1 pour cent des suffrages. Hermance a rejeté l'initiative, contrairement à son canton."
6626,82.3,82.3,17.7,"Jussy (GE)","Les électeurs de Jussy valident l'initiative pour la biodiversité avec 82,3 pour cent des voix. Jussy a approuvé l'initiative, tout comme son canton."
6627,21.2,21.2,78.8,"Laconnex (GE)","A Laconnex, les habitants sont défavorables à l'initiative pour la biodiversité avec 78,8 pour cent des voix. Laconnex a rejeté l'initiative, contrairement à son canton."
6628,39,39,61,"Lancy (GE)","Les habitants de Lancy rejettent l'initiative pour la biodiversité avec 61 pour cent de non. Lancy a rejeté l'initiative, contrairement à son canton."
6629,59.6,59.6,40.4,"Meinier (GE)","Les habitants de Meinier acceptent l'initiative pour la biodiversité avec 59,6 pour cent de oui. Meinier a approuvé l'initiative, tout comme son canton."
6630,42.4,42.4,57.6,"Meyrin (GE)","L'initiative pour la biodiversité ne passe pas la rampe à Meyrin avec 57,6 pour cent de non. Meyrin a rejeté l'initiative, contrairement à son canton."
6631,15.2,15.2,84.8,"Onex (GE)","Les habitants d'Onex rejettent l'initiative pour la biodiversité avec 84,8 pour cent de non. Onex a rejeté l'initiative, contrairement à son canton."
6632,57.9,57.9,42.1,"Perly-Certoux (GE)","C'est oui à 57,9 pour cent à l'initiative pour la biodiversité à Perly-Certoux. Perly-Certoux a approuvé l'initiative, tout comme son canton."
6633,51.4,51.4,48.6,"Plan-les-Ouates (GE)","Les habitants de Plan-les-Ouates acceptent l'initiative pour la biodiversité avec 51,4 pour cent de oui. Plan-les-Ouates a approuvé l'initiative, tout comme son canton."
6634,7.5,7.5,92.5,"Pregny-Chambésy (GE)","Les habitants de Pregny-Chambésy rejettent l'initiative pour la biodiversité avec 92,5 pour cent de non. Pregny-Chambésy a rejeté l'initiative, contrairement à son canton."
6635,40.5,40.5,59.5,"Presinge (GE)","L'initiative pour la biodiversité ne passe pas la rampe à Presinge avec 59,5 pour cent de non. Presinge a rejeté l'initiative, contrairement à son canton."
6636,27.1,27.1,72.9,"Puplinge (GE)","A Puplinge, les habitants sont défavorables à l'initiative pour la biodiversité avec 72,9 pour cent des voix. Puplinge a rejeté l'initiative, contrairement à son canton."
6637,53,53,47,"Russin (GE)","C'est oui à 53 pour cent à l'initiative pour la biodiversité à Russin. Russin a approuvé l'initiative, tout comme son canton."
6638,54.1,54.1,45.9,"Satigny (GE)","Les habitants de Satigny approuvent l'initiative pour la biodiversité avec 54,1 pour cent des voix. Satigny a approuvé l'initiative, tout comme son canton."
6639,47.9,47.9,52.1,"Soral (GE)","L'initiative pour la biodiversité ne passe pas la rampe à Soral avec 52,1 pour cent de non. Soral a rejeté l'initiative, contrairement à son canton."
6640,78,78,22,"Thônex (GE)","Les habitants de Thônex approuvent l'initiative pour la biodiversité avec 78 pour cent des voix. Thônex a approuvé l'initiative, tout comme son canton."
6641,98.3,98.3,1.7,"Troinex (GE)","Les électeurs de Troinex valident l'initiative pour la biodiversité avec 98,3 pour cent des voix. Troinex a approuvé l'initiative, tout comme son canton."
6642,25.9,25.9,74.1,"Vandoeuvres (GE)","Les habitants de Vandoeuvres s'opposent à l'initiative pour la biodiversité avec 74,1 pour cent de non. Vandoeuvres a rejeté l'initiative, contrairement à son canton."
6643,21.1,21.1,78.9,"Vernier (GE)","Les habitants de Vernier s'opposent à l'initiative pour la biodiversité avec 78,9 pour cent de non. Vernier a rejeté l'initiative, contrairement à son canton."
6644,63.1,63.1,36.9,"Versoix (GE)","A Versoix, les habitants disent oui à 63,1 pour cent à l'initiative pour la biodiversité. Versoix a approuvé l'initiative, tout comme son canton."
6645,62.6,62.6,37.4,"Veyrier (GE)","Les habitants de Veyrier approuvent l'initiative pour la biodiversité avec 62,6 pour cent des voix. Veyrier a approuvé l'initiative, tout comme son canton."
