"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
2155,80.9,80.9,19.1,"Vaulruz (FR)","Les habitants de Vaulruz approuvent l'initiative pour la biodiversité avec 80,9 pour cent des voix. Vaulruz a approuvé l'initiative, contrairement à son canton."
2160,50.6,50.6,49.4,"Vuadens (FR)","A Vuadens, les habitants disent oui à 50,6 pour cent à l'initiative pour la biodiversité. Vuadens a approuvé l'initiative, contrairement à son canton."
2162,74.4,74.4,25.6,"Bas-Intyamon (FR)","Les électeurs de Bas-Intyamon valident l'initiative pour la biodiversité avec 74,4 pour cent des voix. Bas-Intyamon a approuvé l'initiative, contrairement à son canton."
2163,61.7,61.7,38.3,"Val-de-Charmey (FR)","A Val-de-Charmey, les habitants sont favorables à l'initiative pour la biodiversité avec 61,7 pour cent des suffrages. Val-de-Charmey a approuvé l'initiative, contrairement à son canton."
2173,28.2,28.2,71.8,"Autigny (FR)","A Autigny, les habitants disent non à 71,8 pour cent à l'initiative pour la biodiversité. Autigny a rejeté l'initiative, tout comme son canton."
2174,1.6,1.6,98.4,"Avry (FR)","L'initiative pour la biodiversité échoue à Avry avec 98,4 pour cent des suffrages. Avry a rejeté l'initiative, tout comme son canton."
2175,63.9,63.9,36.1,"Belfaux (FR)","Les habitants de Belfaux acceptent l'initiative pour la biodiversité avec 63,9 pour cent de oui. Belfaux a approuvé l'initiative, contrairement à son canton."
2177,84.2,84.2,15.8,"Chénens (FR)","L'initiative pour la biodiversité passe la rampe à Chénens avec 84,2 pour cent de oui. Chénens a approuvé l'initiative, contrairement à son canton."
2183,94.7,94.7,5.3,"Corminboeuf (FR)","Les habitants de Corminboeuf approuvent l'initiative pour la biodiversité avec 94,7 pour cent des voix. Corminboeuf a approuvé l'initiative, contrairement à son canton."
2186,75.4,75.4,24.6,"Cottens (FR)","Les habitants de Cottens (FR) approuvent l'initiative pour la biodiversité avec 75,4 pour cent des voix. Cottens (FR) a approuvé l'initiative, contrairement à son canton."
2194,32.5,32.5,67.5,"Ferpicloz (FR)","L'initiative pour la biodiversité ne passe pas la rampe à Ferpicloz avec 67,5 pour cent de non. Ferpicloz a rejeté l'initiative, tout comme son canton."
2196,92.9,92.9,7.1,"Fribourg (FR)","Les habitants de Fribourg approuvent l'initiative pour la biodiversité avec 92,9 pour cent des voix. Fribourg a approuvé l'initiative, contrairement à son canton."
2197,82.4,82.4,17.6,"Givisiez (FR)","L'initiative pour la biodiversité passe la rampe à Givisiez avec 82,4 pour cent de oui. Givisiez a approuvé l'initiative, contrairement à son canton."
2198,60,60,40,"Granges-Paccot (FR)","A Granges-Paccot, les habitants disent oui à 60 pour cent à l'initiative pour la biodiversité. Granges-Paccot a approuvé l'initiative, contrairement à son canton."
2200,36.1,36.1,63.9,"Grolley (FR)","A Grolley, les habitants sont défavorables à l'initiative pour la biodiversité avec 63,9 pour cent des voix. Grolley a rejeté l'initiative, tout comme son canton."
2206,21.8,21.8,78.2,"Marly (FR)","A Marly, les habitants disent non à 78,2 pour cent à l'initiative pour la biodiversité. Marly a rejeté l'initiative, tout comme son canton."
2208,12,12,88,"Matran (FR)","Les habitants de Matran rejettent l'initiative pour la biodiversité avec 88 pour cent de non. Matran a rejeté l'initiative, tout comme son canton."
2211,19.2,19.2,80.8,"Neyruz (FR)","C'est non à 80,8 pour cent à l'initiative pour la biodiversité à Neyruz (FR). Neyruz (FR) a rejeté l'initiative, tout comme son canton."
2216,32.9,32.9,67.1,"Pierrafortscha (FR)","Les habitants de Pierrafortscha s'opposent à l'initiative pour la biodiversité avec 67,1 pour cent de non. Pierrafortscha a rejeté l'initiative, tout comme son canton."
2217,49.8,49.8,50.2,"Ponthaux (FR)","Les habitants de Ponthaux rejettent l'initiative pour la biodiversité avec 50,2 pour cent de non. Ponthaux a rejeté l'initiative, tout comme son canton."
2220,89.9,89.9,10.1,"Le Mouret (FR)","Au Mouret, les habitants sont favorables à l'initiative pour la biodiversité avec 89,9 pour cent des suffrages. Le Mouret a approuvé l'initiative, contrairement à son canton."
2226,49.4,49.4,50.6,"Treyvaux (FR)","Les habitants de Treyvaux s'opposent à l'initiative pour la biodiversité avec 50,6 pour cent de non. Treyvaux a rejeté l'initiative, tout comme son canton."
2228,11.7,11.7,88.3,"Villars-sur-Glâne (FR)","A Villars-sur-Glâne, les habitants disent non à 88,3 pour cent à l'initiative pour la biodiversité. Villars-sur-Glâne a rejeté l'initiative, tout comme son canton."
2230,50.8,50.8,49.2,"Villarsel-sur-Marly (FR)","Les électeurs de Villarsel-sur-Marly valident l'initiative pour la biodiversité avec 50,8 pour cent des voix. Villarsel-sur-Marly a approuvé l'initiative, contrairement à son canton."
2233,74.3,74.3,25.7,"Hauterive (FR)","Les habitants de Hauterive (FR) approuvent l'initiative pour la biodiversité avec 74,3 pour cent des voix. Hauterive (FR) a approuvé l'initiative, contrairement à son canton."
2234,21.9,21.9,78.1,"La Brillaz (FR)","Les habitants de La Brillaz s'opposent à l'initiative pour la biodiversité avec 78,1 pour cent de non. La Brillaz a rejeté l'initiative, tout comme son canton."
2235,10.3,10.3,89.7,"La Sonnaz (FR)","Les habitants de La Sonnaz rejettent l'initiative pour la biodiversité avec 89,7 pour cent de non. La Sonnaz a rejeté l'initiative, tout comme son canton."
2236,57.3,57.3,42.7,"Gibloux (FR)","L'initiative pour la biodiversité passe la rampe à Gibloux avec 57,3 pour cent de oui. Gibloux a approuvé l'initiative, contrairement à son canton."
2237,32.4,32.4,67.6,"Prez (FR)","L'initiative pour la biodiversité échoue à Prez avec 67,6 pour cent des suffrages. Prez a rejeté l'initiative, tout comme son canton."
2238,45.2,45.2,54.8,"Bois-d'Amont (FR)","Les habitants de Bois-d'Amont s'opposent à l'initiative pour la biodiversité avec 54,8 pour cent de non. Bois-d'Amont a rejeté l'initiative, tout comme son canton."
2250,79.9,79.9,20.1,"Courgevaux (FR)","C'est oui à 79,9 pour cent à l'initiative pour la biodiversité à Courgevaux. Courgevaux a approuvé l'initiative, contrairement à son canton."
2254,78.1,78.1,21.9,"Courtepin (FR)","Les électeurs de Courtepin valident l'initiative pour la biodiversité avec 78,1 pour cent des voix. Courtepin a approuvé l'initiative, contrairement à son canton."
2257,19,19,81,"Cressier (FR)","Les habitants de Cressier (FR) s'opposent à l'initiative pour la biodiversité avec 81 pour cent de non. Cressier (FR) a rejeté l'initiative, tout comme son canton."
2258,38.3,38.3,61.7,"Fräschels (FR)","Les habitants de Fräschels rejettent l'initiative pour la biodiversité avec 61,7 pour cent de non. Fräschels a rejeté l'initiative, tout comme son canton."
2261,43.6,43.6,56.4,"Greng (FR)","L'initiative pour la biodiversité ne passe pas la rampe à Greng avec 56,4 pour cent de non. Greng a rejeté l'initiative, tout comme son canton."
2262,79.6,79.6,20.4,"Cormondes (FR)","Les électeurs de Cormondes valident l'initiative pour la biodiversité avec 79,6 pour cent des voix. Cormondes a approuvé l'initiative, contrairement à son canton."
2265,38.8,38.8,61.2,"Chiètres (FR)","Les habitants de Chiètres (FR) rejettent l'initiative pour la biodiversité avec 61,2 pour cent de non. Chiètres (FR) a rejeté l'initiative, tout comme son canton."
2266,52.8,52.8,47.2,"Kleinbösingen (FR)","Les habitants de Kleinbösingen acceptent l'initiative pour la biodiversité avec 52,8 pour cent de oui. Kleinbösingen a approuvé l'initiative, contrairement à son canton."
2271,36.5,36.5,63.5,"Meyriez (FR)","A Meyriez, les habitants sont défavorables à l'initiative pour la biodiversité avec 63,5 pour cent des voix. Meyriez a rejeté l'initiative, tout comme son canton."
2272,45.4,45.4,54.6,"Misery-Courtion (FR)","A Misery-Courtion, les habitants disent non à 54,6 pour cent à l'initiative pour la biodiversité. Misery-Courtion a rejeté l'initiative, tout comme son canton."
2274,89,89,11,"Montilier (FR)","Les électeurs de Montilier valident l'initiative pour la biodiversité avec 89 pour cent des voix. Montilier a approuvé l'initiative, contrairement à son canton."
2275,8.5,8.5,91.5,"Morat (FR)","Les habitants de Morat rejettent l'initiative pour la biodiversité avec 91,5 pour cent de non. Morat a rejeté l'initiative, tout comme son canton."
2276,90.7,90.7,9.3,"Ried bei Kerzers (FR)","Les habitants de Ried bei Kerzers acceptent l'initiative pour la biodiversité avec 90,7 pour cent de oui. Ried bei Kerzers a approuvé l'initiative, contrairement à son canton."
2278,41.8,41.8,58.2,"Ormey (FR)","A Ormey, les habitants sont défavorables à l'initiative pour la biodiversité avec 58,2 pour cent des voix. Ormey a rejeté l'initiative, tout comme son canton."
2284,56.3,56.3,43.7,"Mont-Vully (FR)","A Mont-Vully, les habitants disent oui à 56,3 pour cent à l'initiative pour la biodiversité. Mont-Vully a approuvé l'initiative, contrairement à son canton."
2292,36,36,64,"Brünisried (FR)","Les habitants de Brünisried rejettent l'initiative pour la biodiversité avec 64 pour cent de non. Brünisried a rejeté l'initiative, tout comme son canton."
2293,35.8,35.8,64.2,"Guin (FR)","L'initiative pour la biodiversité ne passe pas la rampe à Guin avec 64,2 pour cent de non. Guin a rejeté l'initiative, tout comme son canton."
2294,61.5,61.5,38.5,"Chevrilles (FR)","Les électeurs de Chevrilles valident l'initiative pour la biodiversité avec 61,5 pour cent des voix. Chevrilles a approuvé l'initiative, contrairement à son canton."
2295,85.1,85.1,14.9,"Bösingen (FR)","A Bösingen, les habitants sont favorables à l'initiative pour la biodiversité avec 85,1 pour cent des suffrages. Bösingen a approuvé l'initiative, contrairement à son canton."
2296,9.7,9.7,90.3,"Heitenried (FR)","A Heitenried, les habitants disent non à 90,3 pour cent à l'initiative pour la biodiversité. Heitenried a rejeté l'initiative, tout comme son canton."
2299,35.8,35.8,64.2,"Planfayon (FR)","L'initiative pour la biodiversité échoue à Planfayon avec 64,2 pour cent des suffrages. Planfayon a rejeté l'initiative, tout comme son canton."
2300,37.4,37.4,62.6,"Plasselb (FR)","Les habitants de Plasselb s'opposent à l'initiative pour la biodiversité avec 62,6 pour cent de non. Plasselb a rejeté l'initiative, tout comme son canton."
2301,48.9,48.9,51.1,"Dirlaret (FR)","L'initiative pour la biodiversité échoue à Dirlaret avec 51,1 pour cent des suffrages. Dirlaret a rejeté l'initiative, tout comme son canton."
2303,44.5,44.5,55.5,"Saint-Silvestre (FR)","Les habitants de Saint-Silvestre rejettent l'initiative pour la biodiversité avec 55,5 pour cent de non. Saint-Silvestre a rejeté l'initiative, tout comme son canton."
2304,29.4,29.4,70.6,"Saint-Ours (FR)","L'initiative pour la biodiversité ne passe pas la rampe à Saint-Ours avec 70,6 pour cent de non. Saint-Ours a rejeté l'initiative, tout comme son canton."
2305,56.1,56.1,43.9,"Schmitten (FR)","Les habitants de Schmitten (FR) approuvent l'initiative pour la biodiversité avec 56,1 pour cent des voix. Schmitten (FR) a approuvé l'initiative, contrairement à son canton."
2306,66.3,66.3,33.7,"Tavel (FR)","Les électeurs de Tavel valident l'initiative pour la biodiversité avec 66,3 pour cent des voix. Tavel a approuvé l'initiative, contrairement à son canton."
2307,46.5,46.5,53.5,"Tinterin (FR)","Les habitants de Tinterin s'opposent à l'initiative pour la biodiversité avec 53,5 pour cent de non. Tinterin a rejeté l'initiative, tout comme son canton."
2308,34.1,34.1,65.9,"Ueberstorf (FR)","A Ueberstorf, les habitants disent non à 65,9 pour cent à l'initiative pour la biodiversité. Ueberstorf a rejeté l'initiative, tout comme son canton."
2309,27.2,27.2,72.8,"Wünnewil-Flamatt (FR)","L'initiative pour la biodiversité ne passe pas la rampe à Wünnewil-Flamatt avec 72,8 pour cent de non. Wünnewil-Flamatt a rejeté l'initiative, tout comme son canton."
2321,0,0,100,"Attalens (FR)","Nulle part ailleurs en Suisse, l'initiative pour la biodiversité n'est rejetée plus fortement qu'à Attalens. Les électeurs de cette commune disent non à 100 pour cent. Le plus fort pourcentage de non du canton de Fribourg a été obtenu à Attalens."
2323,43.5,43.5,56.5,"Bossonnens (FR)","C'est non à 56,5 pour cent à l'initiative pour la biodiversité à Bossonnens. Bossonnens a rejeté l'initiative, tout comme son canton."
2325,58.1,58.1,41.9,"Châtel-Saint-Denis (FR)","L'initiative pour la biodiversité passe la rampe à Châtel-Saint-Denis avec 58,1 pour cent de oui. Châtel-Saint-Denis a approuvé l'initiative, contrairement à son canton."
2328,54.2,54.2,45.8,"Granges (Veveyse) (FR)","A Granges (Veveyse), les habitants disent oui à 54,2 pour cent à l'initiative pour la biodiversité. Granges (Veveyse) a approuvé l'initiative, contrairement à son canton."
2333,67.6,67.6,32.4,"Remaufens (FR)","Les électeurs de Remaufens valident l'initiative pour la biodiversité avec 67,6 pour cent des voix. Remaufens a approuvé l'initiative, contrairement à son canton."
2335,66.7,66.7,33.3,"Saint-Martin (FR)","L'initiative pour la biodiversité passe la rampe à Saint-Martin (FR) avec 66,7 pour cent de oui. Saint-Martin (FR) a approuvé l'initiative, contrairement à son canton."
2336,52.1,52.1,47.9,"Semsales (FR)","C'est oui à 52,1 pour cent à l'initiative pour la biodiversité à Semsales. Semsales a approuvé l'initiative, contrairement à son canton."
2337,32.9,32.9,67.1,"Le Flon (FR)","Au Flon, les habitants sont défavorables à l'initiative pour la biodiversité avec 67,1 pour cent des voix. Le Flon a rejeté l'initiative, tout comme son canton."
2338,9.3,9.3,90.7,"La Verrerie (FR)","Les habitants de La Verrerie s'opposent à l'initiative pour la biodiversité avec 90,7 pour cent de non. La Verrerie a rejeté l'initiative, tout comme son canton."
